module_id,canonical_name,category,canonical_method_exists,method_implemented,route_reaches_canonical,legacy_route_reachable,governed_structure_declared,governed_structure_accepted_by_intake,governed_structure_supplied_on_corpus,required_inputs_actually_consumed,unsupported_synthetic_fallback_reachable,parameter_provenance_classes,unsupported_parameter_determines_output,qualification_gate_applied,lineage,output_type,real_corpus_result,correct_abstention,voting,empirical_validation_class,operational_disposition,scientific_qualification,blocking_defect,freeze_status,evidence
B4.4,What-If Scenario Matrix,Decision Optimization,YES,YES,CANONICAL_ABSTENTION,NO,actionScenarioMatrix,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_4; corpus state=ABSTAINS; structure=actionScenarioMatrix; params=UNSUPPORTED
B4.5,Decision Sensitivity Matrix,Decision Optimization,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,DISABLED,NO,decisionSensitivityModel,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,DISABLED_INSUFFICIENT_INPUT,DISABLED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_5; corpus state=ABSTAINS; structure=decisionSensitivityModel; params=UNSUPPORTED
B4.6,Pareto Frontier Analysis,Decision Optimization,NO - governed as concept only,LABORATORY ENGINE ONLY - not dispatched to production,DISABLED,NO,decisionAlternatives,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_NOT_APPLICABLE,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,DISABLED_INSUFFICIENT_INPUT,DISABLED,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_6; corpus state=ABSTAINS; structure=decisionAlternatives; params=UNSUPPORTED
B4.7,Minimax Regret Decision Rule,Decision Optimization,YES,YES,CANONICAL_ABSTENTION,NO,actionScenarioMatrix,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,none - carries no tunable value,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat10.run_B4_7; corpus state=ABSTAINS; structure=actionScenarioMatrix; params=none - carries no tunable value
C1.1,Missing Data Index,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,requiredInputContract,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_1; corpus state=ABSTAINS; structure=requiredInputContract; params=UNSUPPORTED
C1.2,Data Timeliness Score,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,evidenceTimelinessRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_2; corpus state=ABSTAINS; structure=evidenceTimelinessRecord; params=UNSUPPORTED
C1.3,Source Reliability Weighting,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,sourceProvenanceRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_3; corpus state=ABSTAINS; structure=sourceProvenanceRecord; params=UNSUPPORTED
C1.4,Audit Trail Completeness,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,auditChainRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_4; corpus state=ABSTAINS; structure=auditChainRecord; params=UNSUPPORTED
C1.5,Information Completeness Ratio,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,informationPackageRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_5; corpus state=ABSTAINS; structure=informationPackageRecord; params=UNSUPPORTED
C1.6,Cross-document Consistency Score,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,crossDocumentFactSet,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_6; corpus state=ABSTAINS; structure=crossDocumentFactSet; params=UNSUPPORTED
C1.7,Reporting Frequency Index,Data Integrity,YES,YES,CANONICAL_ABSTENTION,NO,reportingCadenceRecord,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,abstention,ABSTAINS,YES - refuses and states why,NO,STRUCTURE_OR_DATA_ABSENT,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=app.simulation.models_cat89.run_C1_7; corpus state=ABSTAINS; structure=reportingCadenceRecord; params=UNSUPPORTED
D1.1,Isolation Forest,Portfolio Health,YES,YES,PORTFOLIO_COMPUTED,NO,portfolioCohort,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,PUBLISHED_METHOD_PARAMETER; THEORETICAL_CONSTANT; UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,portfolio route,PORTFOLIO_ROUTE,n/a,NO,EMPIRICAL_VALIDATION_PENDING_STUDY,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=none: not dispatched by the project runner; corpus state=PORTFOLIO_ROUTE; structure=portfolioCohort; params=PUBLISHED_METHOD_PARAMETER/THEORETICAL_CONSTANT/UNSUPPORTED
D1.2,Portfolio Outlier Detection,Portfolio Health,YES,YES,PORTFOLIO_COMPUTED,NO,portfolioCohort,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,portfolio route,PORTFOLIO_ROUTE,n/a,NO,EMPIRICAL_VALIDATION_PENDING_STUDY,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=none: not dispatched by the project runner; corpus state=PORTFOLIO_ROUTE; structure=portfolioCohort; params=UNSUPPORTED
D1.3,Signal Trajectory Classifier,Portfolio Health,YES,YES,PORTFOLIO_COMPUTED,NO,portfolioSignalHistory,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,portfolio route,PORTFOLIO_ROUTE,n/a,NO,EMPIRICAL_VALIDATION_PENDING_STUDY,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=none: not dispatched by the project runner; corpus state=PORTFOLIO_ROUTE; structure=portfolioSignalHistory; params=UNSUPPORTED
D1.4,Cross-project Pattern Detector,Portfolio Health,YES,YES,PORTFOLIO_COMPUTED,NO,portfolioCohort,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_UNRESOLVED,portfolio route,PORTFOLIO_ROUTE,n/a,NO,EMPIRICAL_VALIDATION_PENDING_STUDY,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=none: not dispatched by the project runner; corpus state=PORTFOLIO_ROUTE; structure=portfolioCohort; params=UNSUPPORTED
D1.5,Anomaly Score,Portfolio Health,YES,YES,PORTFOLIO_COMPUTED,NO,portfolioCohort,YES,NO - the controlled corpus carries no governed structure,YES when supplied - the runner refuses without it,NO,UNSUPPORTED,NO,APPLIED - the Category-9 evidence gate is enforced before the method is reached,LINEAGE_ESTABLISHED_INDEPENDENT,portfolio route,PORTFOLIO_ROUTE,n/a,NO,EMPIRICAL_VALIDATION_PENDING_STUDY,KEEP_ABSTENTION_CAPABLE,QUALIFIED_WITH_ABSTENTION,NO,NO_BLOCKING_DEFECT,runner=none: not dispatched by the project runner; corpus state=PORTFOLIO_ROUTE; structure=portfolioCohort; params=UNSUPPORTED
