module_id,canonical_name,layer,category,enabled,disabled,voting,implementation_path,expected_method_from_registry,actual_method_implemented,required_inputs,canonical_structure_required,canonical_structure_used,test_cases_executed,nominal_result,expected_nominal_result,boundary_result,domain_result,missingness_result,malformed_input_result,canonical_structure_result,property_test_result,real_execution_path_result,mutation_proof_result,browser_parity_if_applicable,portfolio_behavior_if_applicable,observed_discrepancies,defect_class_if_observed,severity_if_observed,oracle_source,oracle_confidence,verification_limitations,production_change_required_to_match_current_contract,factual_result
B1.3,Majority Rules,PROJECT,B1,YES,NO,NO,server/app/simulation/models_gov.py::run_majority_rules,Majority Rules,models_gov.run_majority_rules,,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (5 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B1.4,Worst-N-of-M,PROJECT,B1,YES,NO,NO,server/app/simulation/models_gov.py::run_worst_n_of_m,Worst-N-of-M,models_gov.run_worst_n_of_m,,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (8 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.1,Dempster-Shafer,PROJECT,B2,YES,NO,NO,server/app/simulation/models_gov.py::run_dst,Dempster-Shafer,models_gov.run_dst,state,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (11 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run2_fifteen_defects.py, test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.2,Rough Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_evc.py::run_rough_sets,Rough Sets,models_evc.run_rough_sets,"cusum, doc, mc",,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (7 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.3,Neutrosophic Logic,PROJECT,B2,YES,NO,NO,server/app/simulation/models_evc.py::run_neutrosophic,Neutrosophic Logic,models_evc.run_neutrosophic,"cusum, doc, mc",,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (13 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.4,Interval Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_evc.py::run_interval_fuzzy,Interval Fuzzy Sets,models_evc.run_interval_fuzzy,,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.5,Z-numbers,PROJECT,B2,YES,NO,NO,server/app/simulation/models_evc.py::run_z_numbers,Z-numbers,models_evc.run_z_numbers,"cusum, doc, mc",,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (5 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.6,PLTS,PROJECT,B2,YES,NO,NO,server/app/simulation/models_evc.py::run_plts,PLTS,models_evc.run_plts,"cusum, doc, mc",,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (15 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.7,Plithogenic Sets,PROJECT,B2,NO,YES,NO,server/app/simulation/models_evc.py::run_plithogenic,Plithogenic Sets,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Plithogenic Sets is disabled: it is a concept-only module with no production implementation of the analytical structure ,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B2.8,Belief Rule Base,PROJECT,B2,YES,NO,NO,server/app/simulation/models_evc.py::run_brb,Belief Rule Base,models_evc.run_brb,"cusum, doc, mc",,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,computed on compute_project,"PROVEN: every branch guard inverted (1 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B2.9,Quantum Probability,PROJECT,B2,NO,YES,NO,server/app/simulation/models_evc.py::run_quantum_probability,Quantum Probability,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Quantum Probability is disabled: it is a concept-only module with no production implementation of the analytical structu,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B2.10,Pythagorean Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_pythagorean_fuzzy,Pythagorean Fuzzy Sets,"models_fuzzy.run_pythagorean_fuzzy (proxy: hard-coded transformations of raw CPI, SPI and document risk)","cpi, docRiskScore, spi",,,37,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (4 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.11,Picture Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_picture_fuzzy,Picture Fuzzy Sets,models_fuzzy.run_picture_fuzzy (proxy: hard-coded memberships consuming raw metrics; no calibration evidenced),"cpi, docRiskScore, spi",,,37,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: spi",3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.12,Hesitant Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_hesitant_fuzzy,Hesitant Fuzzy Sets,"models_fuzzy.run_hesitant_fuzzy (proxy: designed perturbations, not elicited or observed hesitant assessments)","cpi, spi",,,26,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"2 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: cpi, spi",2 single-input removals exercised; no removal improved the reading,6 malformed values x 2 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.13,Type-2 Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_type2_fuzzy,Type-2 Fuzzy Sets,models_fuzzy.run_type2_fuzzy (proxy: membership intervals that are designed constants),"cpi, spi",,,26,"computed, band Red",value fixed by a committed hand-derived known-answer case,"2 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: cpi, spi",2 single-input removals exercised; no removal improved the reading,6 malformed values x 2 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (4 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.14,Maximum Entropy,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_maximum_entropy,Maximum Entropy,"models_fuzzy.run_maximum_entropy (proxy: entropy over designed state probabilities; measures the lookup, not the project)","cpi, docRiskScore, spi",,,37,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: spi",3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (9 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.15,Possibility Theory,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_possibility_theory,Possibility Theory,models_fuzzy.run_possibility_theory (proxy: fixed mappings from raw metrics; no governed possibility distribution),"cpi, docRiskScore, spi",,,37,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (1 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.16,Spherical Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_spherical_fuzzy,Spherical Fuzzy Sets,models_fuzzy.run_spherical_fuzzy (proxy: algebraically bounded but fixed memberships on raw unqualified inputs),"cpi, docRiskScore, spi",,,37,"computed, band Red",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: spi",3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (4 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.17,Fermatean Fuzzy Sets,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_fermatean_fuzzy,Fermatean Fuzzy Sets,"models_fuzzy.run_fermatean_fuzzy (proxy: formula-shaped with designed memberships, no empirical or elicitation basis)","cpi, spi",,,26,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"2 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: spi",2 single-input removals exercised; no removal improved the reading,6 malformed values x 2 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (4 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B2.18,MARCOS Ranking,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_marcos,MARCOS Ranking,models_fuzzy.run_marcos,"cpi, docRiskScore, spi",,,37,"computed, band Yellow",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: cpi, spi",3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (7 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run10_bucket2_corrections.py, test_run8_retest_classify_27.py",MEDIUM,,,MATCH
B2.19,CRITIC-TOPSIS,PROJECT,B2,YES,NO,NO,server/app/simulation/models_fuzzy.py::run_critic_topsis,CRITIC-TOPSIS,models_fuzzy.run_critic_topsis,"cpi, decisionMatrix, docRiskScore, spi",decisionMatrix,decisionMatrix,49,"ABSTAINED: The decision information provided does not say which version of the reference material it came from, so a reading taken from it could not be interpreted later a",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,4 single-input removals exercised; no removal improved the reading,6 malformed values x 4 inputs; a null value is contained,DOES NOT ABSTAIN without the structure,deterministic on an identical input; abstention carries a reader sentence,"abstained on compute_project, reason recorded","PROVEN: every branch guard inverted (2 sites, isolated copy)",recorded by the Gate 10 pass,,does not abstain when its defining structure is absent,does not abstain when its defining structure is absent,ADVISORY ONLY,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run10b_canonical_integration.py, test_run8_retest_classify_27.py",MEDIUM,,,MISMATCH
B2.20,Hypersoft Sets,PROJECT,B2,NO,YES,NO,server/app/simulation/models_fuzzy.py::run_hypersoft_sets,Hypersoft Sets,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Hypersoft Sets is disabled: it is a concept-only module with no production implementation of the analytical structure it,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B3.1,ABM Governance Layer,PROJECT,B3,YES,NO,NO,server/app/simulation/models_decision.py::run_abm_governance,ABM Governance Layer,models_decision.run_abm_governance,,,,4,ABSTAINED: Insufficient data: upload required documents,value fixed by a committed hand-derived known-answer case,"0 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,0 single-input removals exercised; no removal improved the reading,6 malformed values x 0 inputs; a null value is contained,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; abstention carries a reader sentence,"abstained on compute_project, reason recorded","PROVEN: every branch guard inverted (1 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,"nested-input module: reachable only through the signal adapter, marked newly wired and unvalidated in production",,MATCH
B3.2,FAR Threshold Monitor,PROJECT,B3,YES,NO,NO,server/app/simulation/models_gov.py::run_far_threshold,FAR Threshold Monitor,models_gov.run_far_threshold,"bac, cpi",,,26,"computed, band Yellow",value fixed by a committed hand-derived known-answer case,"2 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: cpi",2 single-input removals exercised; no removal improved the reading,6 malformed values x 2 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: bac='not-a-number':TypeError; bac=nan:non-finite output; bac=inf:non-finite output,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (7 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B3.3,OMB A-11 Check,PROJECT,B3,YES,NO,NO,server/app/simulation/models_gov.py::run_omb_a11_check,OMB A-11 Check,models_gov.run_omb_a11_check,"bac, cpi",,,26,"computed, band Green",value fixed by a committed hand-derived known-answer case,"2 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,2 single-input removals exercised; no removal improved the reading,6 malformed values x 2 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: bac='not-a-number':TypeError; bac=nan:ValueError; bac=inf:ValueError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (4 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B3.4,EVM Reporting Threshold,PROJECT,B3,YES,NO,NO,server/app/simulation/models_gov.py::run_evm_reporting_threshold,EVM Reporting Threshold,models_gov.run_evm_reporting_threshold,"bac, cpi, spi",,,37,"computed, band Yellow",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: spi",3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: bac='not-a-number':TypeError; bac=nan:non-finite output; bac=inf:non-finite output,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (3 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B3.5,Contract Modification Frequency,PROJECT,B3,YES,NO,NO,server/app/simulation/models_gov.py::run_contract_mod_frequency,Contract Modification Frequency,models_gov.run_contract_mod_frequency (proxy: a raw modification count; not a frequency without a denominator),"baselineContractSum, changeOrderCount, revisedContractSum",,,37,"computed, band Amber",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative",every reachable out-of-domain value contained,3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: baselineContractSum='not-a-number':TypeError; baselineContractSum=inf:non-finite output; baselineContractSum=[]:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (7 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
B4.1,Multi-Objective Optimization,PROJECT,B4,NO,YES,NO,server/app/simulation/models_gov.py::run_multi_objective,Multi-Objective Optimization,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Multi-Objective Optimization is disabled: it is a concept-only module with no production implementation of the analytica,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B4.2,Linear Programming,PROJECT,B4,NO,YES,NO,server/app/simulation/models_gov.py::run_linear_programming,Linear Programming,not executed: short-circuited in registry.run_module,,,,1,refused before the formula: Linear Programming is disabled: it is a concept-only module with no production implementation of the analytical structur,"refusal, no arithmetic reached, no vote, no rollup",,,,,,,,,,,,,,registry.DISABLED_CONCEPT_ONLY and the Run 1 remediation record,HIGH,,,DISABLED_AS_DESIGNED
B4.3,Constraint Satisfaction Analysis,PROJECT,B4,YES,NO,NO,server/app/simulation/models_gov.py::run_constraint_satisfaction,Constraint Satisfaction Analysis,"models_gov.run_constraint_satisfaction (proxy: an explainable four-rule checklist, not a constraint-satisfaction solver)","cpi, docRiskScore, spi",,,37,"computed, band Yellow",value fixed by a committed hand-derived known-answer case,"3 numeric inputs driven to zero, impossible, extreme and near-zero, and to negative where the field contract permits a negative","every reachable out-of-domain value contained; no upper bound on an unbounded quantity, a very large value bands better: spi",3 single-input removals exercised; no removal improved the reading,6 malformed values x 3 inputs; a null value is contained; not contained in the analytical layer but refused upstream by the numeric contract: cpi='not-a-number':TypeError; cpi=[]:TypeError; cpi={}:TypeError,NOT_APPLICABLE: no defining structure declared,deterministic on an identical input; band is inside the governed four-band vocabulary; abstention carries a reader sentence,computed on compute_project,"PROVEN: comparison operators reversed (7 sites, isolated copy)",recorded by the Gate 10 pass,,,,,"contract oracle: registry, canonical and abstention contracts (independent of production arithmetic); numeric oracle: hand-derived literals in test_run6_known_answer.py",MEDIUM,,,MATCH
