gap,check,project_or_problem,period,quantity,recomputed,stored,verdict
C CCPM,ccpm_chain,PRJ-RAL,,PRJ-RAL-FC1:buffer_days,2.83241583,2.83241583,agrees
C CCPM,ccpm_chain,PRJ-RAL,,PRJ-RAL-FC2:buffer_days,4.3386875,4.3386875,agrees
C CCPM,ccpm_chain,PRJ-WTR,,PRJ-WTR-CC:buffer_days,11.08741721,11.08741721,agrees
C CCPM,ccpm_chain,PRJ-WTR,,PRJ-WTR-FC1:buffer_days,2.53110667,2.53110667,agrees
C CCPM,ccpm_chain,PRJ-WTR,,PRJ-WTR-FC2:buffer_days,4.21778,4.21778,agrees
D agent rules,agent_rules,PRJ-AIR,,RESTOCK_AND_PRIORITIZE_CRITICAL:DISRUPTION_CAPACITY_REDUCTION,12,12,agrees
D agent rules,agent_rules,PRJ-AIR,,RESTOCK_AND_PRIORITIZE_CRITICAL:NORMAL_FULFILMENT,84,84,agrees
D agent rules,agent_rules,PRJ-DCT,,RESTOCK_AND_PRIORITIZE_CRITICAL:DISRUPTION_CAPACITY_REDUCTION,13,13,agrees
D agent rules,agent_rules,PRJ-DCT,,RESTOCK_AND_PRIORITIZE_CRITICAL:NORMAL_FULFILMENT,83,83,agrees
D agent rules,agent_rules,PRJ-HSP,,RESTOCK_AND_PRIORITIZE_CRITICAL:DISRUPTION_CAPACITY_REDUCTION,21,21,agrees
D agent rules,agent_rules,PRJ-HSP,,RESTOCK_AND_PRIORITIZE_CRITICAL:NORMAL_FULFILMENT,75,75,agrees
D agent rules,agent_rules,PRJ-HWY,,RESTOCK_AND_PRIORITIZE_CRITICAL:DISRUPTION_CAPACITY_REDUCTION,15,15,agrees
D agent rules,agent_rules,PRJ-HWY,,RESTOCK_AND_PRIORITIZE_CRITICAL:NORMAL_FULFILMENT,81,81,agrees
D agent rules,agent_rules,PRJ-RAL,,RESTOCK_AND_PRIORITIZE_CRITICAL:DISRUPTION_CAPACITY_REDUCTION,22,22,agrees
D agent rules,agent_rules,PRJ-RAL,,RESTOCK_AND_PRIORITIZE_CRITICAL:NORMAL_FULFILMENT,74,74,agrees
D agent rules,agent_rules,PRJ-WTR,,RESTOCK_AND_PRIORITIZE_CRITICAL:DISRUPTION_CAPACITY_REDUCTION,22,22,agrees
D agent rules,agent_rules,PRJ-WTR,,RESTOCK_AND_PRIORITIZE_CRITICAL:NORMAL_FULFILMENT,74,74,agrees
E DSM boundary,dsm_boundary,,,package_A_project_structures/dsm_edges.csv,package_A,package_A,agrees
E DSM boundary,dsm_boundary,,,package_A_project_structures/dsm_ground_truth.csv,package_A,package_A,agrees
E DSM boundary,dsm_boundary,,,package_A_project_structures/dsm_nodes.csv,package_A,package_A,agrees
E DSM boundary,dsm_boundary,,,project_specific_node_sets,6,>=2,agrees
F numerical models,lp,DP-01,,objective_value,-848000.0,-848000.0,agrees
F numerical models,lp,DP-02,,objective_value,-901000.0,-901000.0,agrees
F numerical models,lp,DP-03,,objective_value,-954000.0,-954000.0,agrees
F numerical models,lp,DP-04,,objective_value,-968406.25,-968406.25,agrees
F numerical models,lp,DP-05,,objective_value,-1060000.0,-1060000.0,agrees
F numerical models,lp,DP-06,,objective_value,-1113000.0,-1113000.0,agrees
F numerical models,lp,DP-07,,objective_value,-1166000.0,-1166000.0,agrees
F numerical models,lp,DP-08,,objective_value,-1219000.0,-1219000.0,agrees
F numerical models,lp,DP-09,,objective_value,-1272000.0,-1272000.0,agrees
F numerical models,lp,DP-10,,objective_value,-1274218.75,-1274218.75,agrees
F numerical models,lp,DP-11,,objective_value,-1378000.0,-1378000.0,agrees
F numerical models,lp,DP-12,,objective_value,-1431000.0,-1430999.9999999998,agrees
G leakage,leakage,DEVELOPMENT|LOCKED_HOLDOUT,,project_id_overlap,0,0,agrees
G leakage,leakage,DEVELOPMENT|VALIDATION,,project_id_overlap,0,0,agrees
G leakage,leakage,LOCKED_HOLDOUT|VALIDATION,,project_id_overlap,0,0,agrees
G leakage,leakage,,,duplicate_feature_vectors,0,0,agrees
G leakage,leakage,,,near_duplicate_cross_split_pairs,0,0,agrees
G leakage,leakage,LOCKED_HOLDOUT->DEVELOPMENT,,analogous_pairs,65,analog must be DEVELOPMENT,agrees
G leakage,leakage,VALIDATION->DEVELOPMENT,,analogous_pairs,55,analog must be DEVELOPMENT,agrees
G leakage,leakage,,,outcome_columns_in_feature_set,0,0,agrees
G leakage,leakage,,,repeated_record_hashes,0,0,agrees
